FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DL;UL;DJ;UJ;DTH;UTH;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_OPERATOR;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1)
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:25.655000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:26:39.058000;671233670,9;0,03;0;1173961,175;3357792,98;952919,0498;404668,1557;4;4;4G;LTE;63601;-65;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:29.516000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:26:39.058000;671233670,9;0,03;0;1173961,175;3357792,98;952919,0498;404668,1557;4;4;4G;LTE;63601;-65;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:34.238000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:26:39.058000;671233670,9;0,03;0;1173961,175;3357792,98;952919,0498;404668,1557;4;4;4G;LTE;63601;-65;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:37.759000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:41.115000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:44.834000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:48.281000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:51.726000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:28:56.781000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:01.070000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:04.462000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:08.094000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:11.703000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:15.303000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:19.115000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:24.863000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:30.403000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:34.365000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:38.180000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:41.884000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:46.078000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:50.796000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:29:54.649000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-12 15:29:58.820000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:30:09.365000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:30:13.321000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 15:30:17.191000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:30.790000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:35.395000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:39.133000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:42.776000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:31.964000;1048555236;0,86;0;89289580,86;3320594,36;70509,93071;242675,3691;4;1;4G;LTE;63601;-70;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:46.458000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:50.063000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:53.685000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:30:57.771000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:01.376000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:04.829000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:09.386000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:30:54.804000;1264391936;0,88;0;98285182,17;3199543,64;86086,84964;750649,8713;4;1;4G;LTE;63601;-69;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:12.723000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:16.076000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:21.967000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:25.146000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:28.407000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:31.911000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:35.398000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:39.053000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:42.607000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:55.927000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:31:59.943000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:31:24.974000;1111826041;0,87;0;97114692,92;3494526,8;118365,2929;720292,7397;4;1;4G;LTE;63601;-64;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:06.752000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:10.305000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:14.766000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:18.615000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:21.802000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:25.629000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:28.767000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:32:32.637000;25be5348-d4b9-40e0-8271-bdd88dc6bde1;2019-08-12 15:32:35.370000;1229233852;0,87;0;124326180,9;3516040,6;99670,16055;170560,7589;4;1;4G;LTE;63601;-68;4;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:33:37.620000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:33:42.045000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:33:47.686000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:33:51.390000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:33:54.777000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:01.318000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:05.156000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:33:37.133000;1243618391;0,88;0;91493377;3391827,64;429501,7852;621392,7945;4;1;4G;LTE;63601;-65;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:13.733000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:34:47.551000;998991219,2;0,87;0;100911088,2;3643716,96;419114,9179;536563,3487;4;1;4G;LTE;63601;-62;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:17.403000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:34:47.551000;998991219,2;0,87;0;100911088,2;3643716,96;419114,9179;536563,3487;4;1;4G;LTE;63601;-62;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:20.781000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:34:47.551000;998991219,2;0,87;0;100911088,2;3643716,96;419114,9179;536563,3487;4;1;4G;LTE;63601;-62;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-08-12 15:34:40.080000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:34:47.551000;998991219,2;0,87;0;100911088,2;3643716,96;419114,9179;536563,3487;4;1;4G;LTE;63601;-62;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:45.236000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:34:47.551000;998991219,2;0,87;0;100911088,2;3643716,96;419114,9179;536563,3487;4;1;4G;LTE;63601;-62;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-12 15:34:58.450000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:34:47.551000;998991219,2;0,87;0;100911088,2;3643716,96;419114,9179;536563,3487;4;1;4G;LTE;63601;-62;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-12 15:48:59.616000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:49:07.285000;200475112,7;0,01;0;1341641,737;1028587,26;8983521,65;9746743,5;5;5;4G;LTE;63601;-69;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-12 15:49:14.935000;cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3;2019-08-12 15:49:07.285000;200475112,7;0,01;0;1341641,737;1028587,26;8983521,65;9746743,5;5;5;4G;LTE;63601;-69;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___SEARCH___MOS;4;2019-08-12 18:01:09.187000;ea7e29a7-a322-4bf3-87d1-d042babf3def;2019-08-12 18:02:05.735000;208741970,9;0;0;2507711,74;1185192;9724130,179;43516,84801;5;5;4G;LTE;63601;-101;4;False;True;True;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-12 18:20:05.760000;e62be50b-39b9-4caf-b579-e6285da5e611;2019-08-12 18:20:07.969000;149641505,1;0;0;385005,64;1613659,8;8850847,041;3201708,953;1;5;4G;LTE;63601;-101;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-13 02:14:09.278000;e35dea78-39aa-418c-acc5-4ab11bac1f5d;2019-08-13 02:14:34.700000;171744344,8;0;0;630634,82;2275994,48;2808594,439;1966738,07;5;5;3G;HSPAP;63601;-90;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-08-13 10:16:30.623000;e35dea78-39aa-418c-acc5-4ab11bac1f5d;2019-08-13 10:18:40.568000;10464574800;0;0,96;11395565;128804961,5;1086408,212;19903,03398;4;1;3G;HSPAP;63601;-87;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-08-13 10:44:31.358000;e35dea78-39aa-418c-acc5-4ab11bac1f5d;2019-08-13 10:44:59.771000;571017283,7;0,02;0;4408973,694;3836222,9;3486875,87;29761,17048;5;4;3G;HSPAP;63601;-73;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-08-13 14:58:08.348000;bdc27642-49e1-4c18-8ee9-a2594820d42e;2019-08-13 14:58:24.452000;206363432;0,02;0;8827768,082;1137688,86;8346200,538;8417164;5;5;4G;LTE;63601;-73;5;False;True;False;False;False;+Inf;2147483647
SKYPE___GENERAL___MOS;2;2019-08-13 14:58:27.762000;bdc27642-49e1-4c18-8ee9-a2594820d42e;2019-08-13 14:58:24.452000;206363432;0,02;0;8827768,082;1137688,86;8346200,538;8417164;5;5;4G;LTE;63601;-73;5;False;True;False;False;False;+Inf;2147483647
SKYPE___GENERAL___MOS;4;2019-08-13 15:18:36.975000;bef70f1d-f66c-4c58-b71e-df1b042f45c7;2019-08-13 15:20:10.099000;753416625;0,02;0;2792576,776;9943395,18;3044563,526;30708,75055;4;4;3G;HSPAP;63601;-69;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-13 15:19:03.538000;bef70f1d-f66c-4c58-b71e-df1b042f45c7;2019-08-13 15:20:10.099000;753416625;0,02;0;2792576,776;9943395,18;3044563,526;30708,75055;4;4;3G;HSPAP;63601;-69;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-13 15:20:33.882000;754daaaf-101c-4f4e-abdc-b1e46ec88c97;2019-08-13 15:21:17.335000;2040010519;0;0;6673710,58;15390097,76;3338043,548;26756,42125;4;3;3G;HSPA;63601;-55;5;False;True;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;1;2019-08-13 15:20:57.916000;754daaaf-101c-4f4e-abdc-b1e46ec88c97;2019-08-13 15:21:17.335000;2040010519;0;0;6673710,58;15390097,76;3338043,548;26756,42125;4;3;3G;HSPA;63601;-55;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-08-13 15:26:02.445000;c4b170b5-3c2e-4b21-9845-65a734d8a5b4;2019-08-13 15:26:16.780000;224272476,2;0;0;753388,92;2299076,92;1767035,575;42439,43464;1;5;UNKNOWN;UNKNOWN;;-58;5;False;False;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;1;2019-08-13 15:26:25.642000;c4b170b5-3c2e-4b21-9845-65a734d8a5b4;2019-08-13 15:26:16.780000;224272476,2;0;0;753388,92;2299076,92;1767035,575;42439,43464;1;5;UNKNOWN;UNKNOWN;;-58;5;False;False;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;3;2019-08-13 15:27:51.705000;754daaaf-101c-4f4e-abdc-b1e46ec88c97;2019-08-13 15:28:16.738000;796929617,2;0,01;0;13442429,52;11823730,04;1334463,1;28398,49948;5;4;3G;HSPAP;63601;-57;5;False;True;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-08-13 15:28:01.176000;754daaaf-101c-4f4e-abdc-b1e46ec88c97;2019-08-13 15:28:16.738000;796929617,2;0,01;0;13442429,52;11823730,04;1334463,1;28398,49948;5;4;3G;HSPAP;63601;-57;5;False;True;False;False;False;-Inf;-2147483648
