FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DL;UL;DJ;UJ;DTH;UTH;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_OPERATOR;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1)
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:24:28.792000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:23:32.244000;10110425037;0;0;5978604,92;34269013,66;222130,7329;200375,585;5;1;3G;HSPAP;63601;-77;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:24:41.252000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:24:45.262000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:24:57.196000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:25:03.163000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:25:13.595000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:25:50.875000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-17 11:25:54.916000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-17 11:26:06.091000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-17 11:26:10.977000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:25:37.553000;2296688133;0;0;16437435,48;25520021,14;275959,5864;25927,0109;4;2;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-17 11:26:23.100000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:26:50.095000;1181253140;0;0;7404031,9;14816250,84;1802662,159;26432,04729;4;4;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-17 11:26:30.827000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:26:50.095000;1181253140;0;0;7404031,9;14816250,84;1802662,159;26432,04729;4;4;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:26:35.239000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:26:50.095000;1181253140;0;0;7404031,9;14816250,84;1802662,159;26432,04729;4;4;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:26:41.985000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:26:50.095000;1181253140;0;0;7404031,9;14816250,84;1802662,159;26432,04729;4;4;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:27:03.508000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:26:50.095000;1181253140;0;0;7404031,9;14816250,84;1802662,159;26432,04729;4;4;3G;HSPAP;63601;-75;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:27:36.678000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:27:59.061000;1058008082;0;0;5231483,92;17663177,16;1529580,762;26790,45668;5;4;3G;UMTS;63601;-82;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:27:40.990000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:27:59.061000;1058008082;0;0;5231483,92;17663177,16;1529580,762;26790,45668;5;4;3G;UMTS;63601;-82;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:28:01.518000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:27:59.061000;1058008082;0;0;5231483,92;17663177,16;1529580,762;26790,45668;5;4;3G;UMTS;63601;-82;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:28:14.891000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:27:59.061000;1058008082;0;0;5231483,92;17663177,16;1529580,762;26790,45668;5;4;3G;UMTS;63601;-82;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-17 11:28:19.402000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:27:59.061000;1058008082;0;0;5231483,92;17663177,16;1529580,762;26790,45668;5;4;3G;UMTS;63601;-82;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-17 11:31:41.254000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:32:04.293000;420444791,6;0;0;2114395,18;4873420,32;119805,2662;46135,08718;5;4;3G;HSPAP;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:31:52.920000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:32:04.293000;420444791,6;0;0;2114395,18;4873420,32;119805,2662;46135,08718;5;4;3G;HSPAP;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:32:42.321000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:32:04.293000;420444791,6;0;0;2114395,18;4873420,32;119805,2662;46135,08718;5;4;3G;HSPAP;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:32:45.838000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:32:04.293000;420444791,6;0;0;2114395,18;4873420,32;119805,2662;46135,08718;5;4;3G;HSPAP;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:32:52.027000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:33:29.205000;979122637,1;0;0;4395038,36;16745561,04;425430,7027;33233,36939;4;4;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:33:17.522000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:33:29.205000;979122637,1;0;0;4395038,36;16745561,04;425430,7027;33233,36939;4;4;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:33:22.120000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:33:29.205000;979122637,1;0;0;4395038,36;16745561,04;425430,7027;33233,36939;4;4;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:33:51.589000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:33:29.205000;979122637,1;0;0;4395038,36;16745561,04;425430,7027;33233,36939;4;4;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:33:56.035000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:33:29.205000;979122637,1;0;0;4395038,36;16745561,04;425430,7027;33233,36939;4;4;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:34:10.727000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:33:29.205000;979122637,1;0;0;4395038,36;16745561,04;425430,7027;33233,36939;4;4;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-17 11:36:12.153000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:36:25.549000;1250561035;0;0;5514808,84;16428969,94;1862775,029;23718,29104;4;4;3G;HSPA;63601;-70;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:42:50.135000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:42:30.506000;1837647773;0,125;0,04;5663570,667;24264729,52;3299185,428;68487,3082;5;1;3G;HSPAP;63601;-73;5;False;False;False;False;False;-Inf;-2147483648
SKYPE___GENERAL___MOS;4;2019-07-17 11:43:14.458000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:43:42.198000;2382194303;0,084210526;0,05;29012521,93;38461592,29;389096,0929;26697,61504;5;1;3G;HSPAP;63601;-83;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-17 11:56:42.725000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:56:52.776000;168335219,2;0;0;1085760,62;1899688,3;2669350,004;187046,6854;1;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:57:10.415000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:56:52.776000;168335219,2;0;0;1085760,62;1899688,3;2669350,004;187046,6854;1;4;3G;HSPA;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:57:16.961000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:57:36.588000;170246396,2;0;0;577495,9;1737920,24;2769817,434;1178087,429;5;5;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:57:31.176000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:57:36.588000;170246396,2;0;0;577495,9;1737920,24;2769817,434;1178087,429;5;5;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-17 11:57:57.285000;4fc50d8d-d73a-4fbe-90c2-121b20cc8902;2019-07-17 11:57:36.588000;170246396,2;0;0;577495,9;1737920,24;2769817,434;1178087,429;5;5;3G;HSPAP;63601;-88;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-17 16:56:38.033000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-17 16:56:46.778000;147435177,8;0;0;417408,64;3015309,14;4806764,748;1808743,889;5;5;UNKNOWN;UNKNOWN;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-17 16:57:03.461000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-17 16:56:46.778000;147435177,8;0;0;417408,64;3015309,14;4806764,748;1808743,889;5;5;UNKNOWN;UNKNOWN;63601;-81;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-18 10:13:51.758000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:14:07.938000;246690850,8;0;0;1077094,76;3306816,62;4101392,096;23136,97596;4;5;UNKNOWN;UNKNOWN;63601;-53;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-18 10:14:01.479000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:14:07.938000;246690850,8;0;0;1077094,76;3306816,62;4101392,096;23136,97596;4;5;UNKNOWN;UNKNOWN;63601;-53;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-18 10:14:09.631000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:14:07.938000;246690850,8;0;0;1077094,76;3306816,62;4101392,096;23136,97596;4;5;UNKNOWN;UNKNOWN;63601;-53;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-18 10:14:09.631000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:14:07.938000;246690850,8;0;0;1077094,76;3306816,62;4101392,096;23136,97596;4;5;UNKNOWN;UNKNOWN;63601;-53;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-18 10:16:58.167000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:17:32.512000;933429240,2;0;0;3365279,32;13495334,02;1475971,656;20021,27612;4;4;UNKNOWN;UNKNOWN;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-18 10:17:09.936000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:17:32.512000;933429240,2;0;0;3365279,32;13495334,02;1475971,656;20021,27612;4;4;UNKNOWN;UNKNOWN;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-18 10:17:16.075000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 10:17:32.512000;933429240,2;0;0;3365279,32;13495334,02;1475971,656;20021,27612;4;4;UNKNOWN;UNKNOWN;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-18 15:49:47.215000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-18 15:50:01.718000;157149553,2;0;0;2321871,44;988345,04;1522418,189;804548,232;4;4;UNKNOWN;UNKNOWN;63601;-63;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-19 06:53:54.214000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-19 06:54:44.613000;178108893,1;0;0;933168,56;2860010,2;1094725,244;745587,5019;5;4;UNKNOWN;UNKNOWN;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-19 06:54:03.766000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-19 06:54:44.613000;178108893,1;0;0;933168,56;2860010,2;1094725,244;745587,5019;5;4;UNKNOWN;UNKNOWN;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 06:57:52.730000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-19 06:57:43.494000;487545644,7;0;0;9020575,22;6574764,56;2169794,427;501747,256;5;4;UNKNOWN;UNKNOWN;63601;-93;3;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:16.851000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:20.891000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:20.891000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:24.882000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:28.505000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:32.151000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:36.261000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:40.215000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:43.580000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:43:53.065000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:43:16.076000;2351798879;0;0;28797753,58;37469388,36;728749,8563;20156,3796;4;2;3G;HSPAP;63601;-71;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:44:08.130000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:44:37.313000;1216198941;0;0;20531379,16;19762528,3;2764769,075;15081,61355;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:44:22.332000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:44:37.313000;1216198941;0;0;20531379,16;19762528,3;2764769,075;15081,61355;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;1;2019-07-19 10:44:45.071000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:44:37.313000;1216198941;0;0;20531379,16;19762528,3;2764769,075;15081,61355;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:44:52.492000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:44:37.313000;1216198941;0;0;20531379,16;19762528,3;2764769,075;15081,61355;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:44:56.499000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:44:37.313000;1216198941;0;0;20531379,16;19762528,3;2764769,075;15081,61355;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:45:00.529000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:44:37.313000;1216198941;0;0;20531379,16;19762528,3;2764769,075;15081,61355;4;4;3G;HSPAP;63601;-69;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;5;2019-07-19 10:45:09.889000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:45:51.430000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-19 10:45:57.366000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:46:01.559000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:46:05.529000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:46:24.313000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:46:50.435000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:46:58.199000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:45:38.163000;782385903,9;0;0;13059049,08;8645618,84;2382683,532;28766,82432;5;4;3G;HSPAP;63601;-74;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:47:45.229000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:47:55.258000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:47:59.600000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;4;2019-07-19 10:48:30.387000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;3;2019-07-19 10:48:37.201000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-19 10:48:44.641000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-19 10:48:49.103000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-19 10:48:53.296000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-19 10:48:57.928000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:48:27.068000;1694158596;0;0;24473646,64;15637833,4;799994,6579;27490,57821;4;3;3G;HSPAP;63601;-78;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-19 10:49:05.726000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:49:40.032000;1538878457;0;0;23102641,86;20015193,26;550206,3829;22319,94008;4;3;3G;HSPAP;63601;-62;5;False;False;False;False;False;-Inf;-2147483648
YOUTUBE___GENERAL___MOS;2;2019-07-19 10:49:09.662000;1802d1ed-3967-45a2-a29b-a5a0125b0ae5;2019-07-19 10:49:40.032000;1538878457;0;0;23102641,86;20015193,26;550206,3829;22319,94008;4;3;3G;HSPAP;63601;-62;5;False;False;False;False;False;-Inf;-2147483648
